display_name,official_iau_name,simbad_main_id,gaia_dr3_source_id,hip_id,hd_id,bayer_designation,flamsteed_designation,all_identifiers,ra_deg,dec_deg,parallax_mas,parallax_error_mas,parallax_over_error,proper_motion_ra_mas_yr,proper_motion_dec_mas_yr,radial_velocity_km_s,distance_pc,distance_ly,x_ly,y_ly,z_ly,r_ly,phi_deg,theta_deg,apparent_magnitude,spectral_type,stellar_category,astrometry_source,distance_quality_flag,selection_reason,fame_score,notes
Tangra,Tangra,WASP-21,2831084391023184128,,,,,2MASS J23095825+1823459 | Gaia DR2 2831084391023184128 | Gaia DR3 2831084391023184128 | GSC 01715-00679 | GSC2.3 N0PG000314 | NAME-IAU Tangra | TIC 436478932 | TOI-5963 | UCAC2  38365413 | UCAC3 217-329161 | WASP-21,347.49280496,18.39616224,3.908931,0.0197,198.42,17.566918,18.639077,-89.2062,255.824418,834.387656,772.958954,-171.462714,263.320628,834.387656,347.49280496,71.60383776,11.55,G3V,yellow_dwarf,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.914
Dìwö,Dìwö,CD-27 10695,6042793005779654656,,,,,1SWASP J155950.94-280342.3 | 2MASS J15595095-2803422 | CD-27 10695 | DENIS J155950.9-280342 | Gaia DR1 6042793001473655936 | Gaia DR2 6042793005779654656 | Gaia DR3 6042793005779654656 | GSC 06787-01927 | NAME-IAU Diwo | SPOCS 2912 | TIC 66818296 | TOI-1050 | TYC 6787-1927-1 | UCAC2  20178691 | USNO-B1.0 0619-00419495 | WASP-17,239.96224651,-28.06179546,2.481076,0.025473,97.4,-8.262958,-9.427173,-48.3442,403.050889,1314.576179,-580.679628,-1004.237871,-618.407631,1314.576179,239.96224651,118.06179546,11.59,F4,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.073
Guahayona,Guahayona,HAT-P-26,3668036348641580288,,,,,2MASS J14123753+0403359 | [BFV2016] HTR376-001 | Gaia DR1 3668036348641580288 | Gaia DR2 3668036348641580288 | Gaia DR3 3668036348641580288 | GSC 00320-01027 | HAT-P-26 | NAME-IAU Guahayona | SPOCS 2106 | TIC 420779000 | TOI-5632 | TYC  320-1027-1 | UCAC2  33230904 | UCAC3 189-110039 | WISEA J141237.55+040334.5,213.15655609,4.05939764,6.998541,0.020391,343.219,37.734605,-142.816207,14.096,142.886925,466.034819,-389.175863,-254.248308,32.990882,466.034819,213.15655609,85.94060236,11.76,K1,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.044
Muspelheim,Muspelheim,HAT-P-29,359058441314838528,,,,,2MASS J02123147+5146435 | Gaia DR1 359058441314838528 | Gaia DR2 359058441314838528 | Gaia DR3 359058441314838528 | GSC 03293-01539 | HAT-P-29 | NAME-IAU Muspelheim | TIC 250707118 | TOI-6028 | TYC 3293-1539-1 | UCAC2  48241199 | UCAC3 284-38639,33.13116144,51.77876771,3.1358,0.0201,156.01,-9.972,1.79,-21.11,318.897889,1040.105803,538.891687,351.716858,817.135902,1040.105803,33.13116144,38.22123229,11.83,,other,SIMBAD,reliable_simbad_parallax,official_iau_name,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.020"
Dombay,Dombay,HAT-P-3,1510191594552968832,,,,,1SWASP J134422.58+480143.2 | 2MASS J13442258+4801432 | Gaia DR1 1510191590256382976 | Gaia DR2 1510191594552968832 | Gaia DR3 1510191594552968832 | GSC 03466-00819 | HAT-P-3 | LAMOST J134422.59+480143.2 | NAME-IAU Dombay | TIC 311035838 | TOI-1419 | TYC 3466-819-1,206.09401018,48.02856171,7.41592,0.014329,517.547,-19.619095,-23.972689,-23.3069,134.845032,439.805671,-264.145412,-129.369262,326.985969,439.805671,206.09401018,41.97143829,11.86,K1V,other_main_sequence,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.948
Márohu,Márohu,WASP-6,2385171398768647552,,,,,1SWASP J231237.75-224026.1 | 2MASS J23123773-2240261 | DENIS J231237.7-224025 | DTARPS-S 217 | Gaia DR1 2385171398768647552 | Gaia DR2 2385171398768647552 | Gaia DR3 2385171398768647552 | NAME-IAU Marohu | TIC 204376737 | TOI-231 | TYC 6972-75-1 | UCAC2  22823425 | USNO-B1.0 0673-01077008 | WASP-6,348.15712473,-22.67413003,5.007301,0.013027,384.38,-23.263962,-37.143471,11.8375,199.708376,651.361605,588.226079,-123.346292,-251.093035,651.361605,348.15712473,112.67413003,11.91,G8V,yellow_dwarf,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.913
Petra,Petra,WASP-80,4223507222112425344,,,,,1SWASP J201240.26-020838.2 | 2MASS J20124017-0208391 | BPM 80815 | Gaia DR2 4223507222112425344 | Gaia DR3 4223507222112425344 | GSC 05165-00481 | NAME-IAU Petra | StKM 2-1435 | TIC 243921117 | TOI-5801 | TYC 5165-481-1 | UCAC4 440-112755 | WASP-80,303.1667811,-2.14444399,20.114145,0.020722,970.655,-132.912615,-50.682945,9.9084,49.716258,162.152746,88.648072,-135.640027,-6.067573,162.152746,303.1667811,92.14444399,11.939,K7V-M0V,other_main_sequence,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.859
Moriah,Moriah,HAT-P-23,1808938730710633984,,,,,2MASS J20242972+1645437 | AP J20242972+1645437 | Gaia DR1 1808938623332422656 | Gaia DR2 1808938730710633984 | Gaia DR3 1808938730710633984 | GSC 01632-01396 | HAT-P-23 | NAME-IAU Moriah | SPOCS 3261 | TIC 305243225 | TOI-5798 | TYC 1632-1396-1 | UCAC2  37798809 | UCAC3 214-278000,306.12390952,16.7621454,2.735837,0.010759,254.283,13.325271,-5.505088,-16.6685,365.518905,1192.16322,672.957479,-922.046577,343.818973,1192.16322,306.12390952,73.2378546,11.94,G0,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.860
Chasoň,Chasoň,HAT-P-5,4606030169272920320,,,,,2MASS J18173731+3637170 | Gaia DR1 4606030164974227968 | Gaia DR2 4606030169272920320 | Gaia DR3 4606030169272920320 | GSC 02634-01087 | HAT-P-5 | NAME-IAU Chason | SPOCS 2973 | TIC 76419763 | TOI-2135 | TYC 2634-1087-1,274.40553558,36.62146246,3.218443,0.010455,307.829,11.924523,5.903585,8.5619,310.709291,1013.398169,62.477569,-810.944201,604.517911,1013.398169,274.40553558,53.37853754,11.95,G1V,yellow_dwarf,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.915
Tojil,Tojil,WASP-22,5086537022856406272,,,,,1SWASP J033116.32-234911.0 | 2MASS J03311633-2349109 | DTARPS-S 270 | Gaia DR1 5086537018557596544 | Gaia DR2 5086537022856406272 | Gaia DR3 5086537022856406272 | GSC 06446-00326 | NAME-IAU Tojil | TIC 257567854 | TOI-403 | TYC 6446-326-1 | UCAC2  22139461 | UCAC3 133-8892 | WASP-22,52.81802797,-23.81967794,3.1532,0.0327,96.428,2.012,-26.579,-7.272,317.138145,1034.366287,571.870785,753.904391,-417.738663,1034.366287,52.81802797,113.81967794,11.99,G,other,SIMBAD,reliable_simbad_parallax,official_iau_name,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.688"
Anadolu,Anadolu,WASP-52,2666015878575546496,,,,,2MASS J23135873+0845405 | Gaia DR2 2666015878575546496 | Gaia DR3 2666015878575546496 | NAME-IAU Anadolu | SPOCS 3255 | TIC 427685831 | TOI-7168 | UCAC2  34947834 | UCAC4 494-144379 | WASP-52,348.49479216,8.76107306,5.72617,0.013378,428.015,-6.941909,-44.330082,-0.5373,174.636787,569.589018,551.631653,-112.282945,86.756607,569.589018,348.49479216,81.23892694,12.0,K2V,other_main_sequence,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.926
Malmok,Malmok,WASP-39,3643098875168270592,,,,,1SWASP J142918.42-032640.1 | 2MASS J14291840-0326403 | DENIS J142918.4-032639 | Gaia DR2 3643098875168270592 | Gaia DR3 3643098875168270592 | GSC 04980-00761 | NAME-IAU Malmok | PPMX J142918.4-032640 | RAVE J142918.5-032640 | TIC 181949561 | TOI-5675 | UCAC2  30708677 | UCAC3 174-135354 | WASP-39,217.32664509,-3.4444993,4.643469,0.014353,323.522,-19.04086,0.437254,-58.5126,215.356231,702.398083,-557.53202,-425.135471,-42.201234,702.398083,217.32664509,93.4444993,12.09,,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.059
Absolutno,Absolutno,XO-5,920308932010648448,,,,,2MASS J07465196+3905404 | Gaia DR2 920308932010648448 | Gaia DR3 920308932010648448 | GSC 02959-00729 | LAMOST J074651.96+390540.4 | NAME-IAU Absolutno | TIC 9155187 | TOI-5373 | UCAC2  45499774 | XO-5,116.71638298,39.0944662,3.651711,0.017323,210.796,-21.508735,-23.909589,-9.4671,273.844253,893.160495,-311.639776,619.185594,563.227768,893.160495,116.71638298,50.9055338,12.1,G7,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.118
Tuiren,Tuiren,HAT-P-36,1541532207133249920,,,,,2MASS J12330390+4454552 | AP J12330390+4454552 | CMC14 J123303.9+445455 | Gaia DR1 1541532207133249920 | Gaia DR2 1541532207133249920 | Gaia DR3 1541532207133249920 | GSC 03020-02221 | GSC2 N13000227 | GSC2.3 N5JE000007 | HAT-P-36 | NAME-IAU Tuiren | PPMX J123303.9+445455 | SDSS J123303.90+445455.1 | TIC 373693175 | TOI-1810 | TYC 3020-2221-1 | UCAC2  47076348 | UCAC3 270-126195 | USNO-B1.0 1349-00234112,188.26620254,44.9153684,3.405544,0.011038,308.536,-11.62153,8.138317,-16.7758,293.638839,957.721802,-671.165059,-97.508097,676.210533,957.721802,188.26620254,45.0846316,12.15,,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.939
Lerna,Lerna,HAT-P-42,583455604761166848,,,,,2MASS J09012265+0605500 | DTARPS-S 294 | Gaia DR2 583455604761166848 | Gaia DR3 583455604761166848 | GSC 00232-01451 | HAT-P-42 | NAME-IAU Lerna | SDSS J090122.64+060549.9 | TIC 270468559 | TOI-571 | UCAC2  33928205 | UCAC3 193-100604,135.34437158,6.09722607,2.4159,0.0253,95.49,-3.064,-33.269,20.605,413.924417,1350.040886,-954.910893,943.500509,143.39585,1350.040886,135.34437158,83.90277393,12.17,,other,SIMBAD,reliable_simbad_parallax,official_iau_name,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.364"
Morava,Morava,WASP-60,2868528637464028160,,,,,2MASS J23463997+3109213 | Gaia DR1 2868528633168103936 | Gaia DR2 2868528637464028160 | Gaia DR3 2868528637464028160 | NAME-IAU Morava | TIC 288246496 | TOI-6015 | TYC 2767-1746-1 | WASP-60,356.66671847,31.15591063,2.324272,0.019385,119.9,30.246658,-6.00527,-26.3765,430.242167,1403.262267,1198.827809,-69.822681,726.003904,1403.262267,356.66671847,58.84408937,12.18,G1V,yellow_dwarf,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.076
Pipoltr,Pipoltr,TrES-3 Parent Star,,,,,,Pipoltr | TrES-3 Parent Star,268.029244,37.546177,,,,,,,,,,,,,268.029244,52.453823,12.2,,other,WGSN,uncertain_or_missing_distance,official_iau_name,100,WGSN candidate not resolved to a unique SIMBAD object
Wattle,Wattle,WASP-19,5411736896952029568,,,,,2MASS J09534008-4539330 | ASTEP A-009-1934-2269 | ASTEP V-0161 | Gaia DR2 5411736896952029568 | Gaia DR3 5411736896952029568 | GSC 08181-01711 | GSC2 S1302222242 | GSC2.3 S5NU000242 | NAME-IAU Wattle | SPOCS 2745 | TIC 35516889 | TOI-655 | UCAC2  12190908 | UCAC3 89-92022 | UCAC4 222-041382 | USNO-B1.0 0443-00193111 | WASP-19,148.41676022,-45.65910532,3.751613,0.008989,417.363,-35.457093,17.378191,21.4149,266.552001,869.37635,-517.627673,318.237982,-621.772801,869.37635,148.41676022,135.65910532,12.31,G8V,yellow_dwarf,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.848
Tevel,Tevel,HAT-P-9,898130030131443584,,,,,2MASS J07204044+3708263 | Gaia DR2 898130030131443584 | Gaia DR3 898130030131443584 | GSC 02463-00281 | HAT-P-9 | LAMOST J072040.44+370826.3 | LAMOST J072040.45+370826.3 | NAME-IAU Tevel | SDSS J072040.44+370826.3 | SPOCS 2692 | TIC 371234684 | TOI-1731 | TYC 2463-281-1 | UCAC2  44825174,110.16851398,37.14059288,2.1626,0.014049,153.935,-9.795577,-13.028644,20.6923,462.406426,1508.168048,-414.513195,1128.527221,910.591008,1508.168048,110.16851398,52.85940712,12.34,F,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.072
Berehynia,Berehynia,HAT-P-15,179498266829041664,,,,,2MASS J04245952+3927382 | Gaia DR1 179498262531711744 | Gaia DR2 179498266829041664 | Gaia DR3 179498266829041664 | GSC 02883-01687 | HAT-P-15 | NAME-IAU Berehynia | TIC 353459965 | TOI-6049 | TYC 2883-1687-1 | UCAC2  45465734 | UCAC3 259-42299,66.24814452,39.46060068,5.185604,0.016631,311.801,14.232862,-9.407167,31.4106,192.841552,628.96502,195.588132,444.468796,399.737123,628.96502,66.24814452,50.53939932,12.41,G5,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.925
Zembra,Zembra,HATS-72,2594869603582993792,,,,,2MASS J22360631-1659597 | DTARPS-S 212 | Gaia DR2 2594869603582993792 | Gaia DR3 2594869603582993792 | GALAH 150831004001377 | HATS-72 | NAME-IAU Zembra | RAVE J223606.3-170000 | TIC 188570092 | TOI-294 | UCAC4 366-185967 | WASP-191,339.02582433,-17.00031642,7.888039,0.015211,518.562,-108.584661,-84.437318,16.4496,126.774229,413.482233,369.214936,-141.537435,-120.892689,413.482233,339.02582433,107.00031642,12.469,,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.115
Gnomon,Gnomon,WASP-43,3767805209112436736,,,,,2MASS J10193800-0948225 | DENIS J101938.0-094822 | DTARPS-S  46 | Gaia DR2 3767805209112436736 | Gaia DR3 3767805209112436736 | GSC 05490-00141 | NAME-IAU Gnomon | TIC 36734222 | TOI-656 | UCAC2  28372759 | UCAC3 161-111847 | UCAC4 401-049816 | WASP-43 | WISE J101937.98-094822.9,154.90818098,-9.8064483,11.474011,0.016304,703.739,-41.991511,-38.00415,-3.4175,87.153482,284.256641,-253.669765,118.783436,-48.414705,284.256641,154.90818098,99.8064483,12.49,K7V,other_main_sequence,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.153
Horna,Horna,HAT-P-38,324889227693298560,,,,,2MASS J02213197+3214461 | [BFV2016] HTR211-003 | Gaia DR2 324889227693298560 | Gaia DR3 324889227693298560 | GSC 02314-00559 | HAT-P-38 | NAME-IAU Horna | SPOCS 2021 | TIC 285272237 | TOI-3681 | UCAC4 612-006640,35.38350198,32.24604107,3.974717,0.013384,296.979,47.671466,-21.593522,-19.8455,251.590257,820.577668,565.827159,401.86727,437.824202,820.577668,35.38350198,57.75395893,12.51,G,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.003
Komondor,Komondor,HAT-P-12,1499514786891168640,,,,,2MASS J13573347+4329367 | AP J13573347+4329367 | Gaia DR2 1499514786891168640 | Gaia DR3 1499514786891168640 | GSC 03033-00706 | HAT-P-12 | LAMOST J135733.43+432936.5 | NAME-IAU Komondor | SDSS J135733.42+432936.5 | TIC 198108326 | TOI-1844 | UCAC4 668-059879 | USNO-B1.0 1334-00248749,209.3886195,43.49330385,7.044822,0.010478,672.336,-134.792634,-44.228563,-40.4366,141.948234,462.973217,-292.643971,-164.81983,318.650482,462.973217,209.3886195,46.50669615,12.766,K5,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.071
Bajamar Star,Bajamar Star,1RXS J205549.4+435216,2162889493831375488,,,,,1RXS J205549.4+435216 | 2MASS J20555125+4352246 | 2RXS J205549.6+435229 | 2SXPS J205551.2+435224 | [CP2005]  4 | [RGS2011] J205551.27+435224.3 | [SL2008c] 8 | AKARI-IRC-V1 J2055511+435224 | Gaia DR2 2162889493831375488 | Gaia DR3 2162889493831375488 | LSXPS J205551.2+435224 | MSX6C G084.8119-00.8822 | NAME Bajamar Star | SwXF4 J205551.3+435220 | TIC 468581217 | UCAC4 670-090111 | WISE J205551.27+435224.1,313.96356384,43.87344174,1.266994,0.030159,42.011,-0.204845,-4.600294,,789.269971,2574.254349,1288.234655,-1335.704861,1784.132689,2574.254349,313.96356384,46.12655826,13.087,O3.5III(f*)+O8,giant_or_supergiant,Gaia DR3,reliable_gaia_parallax,official_iau_name | simbad_named_star,100,Gaia RUWE=1.036
Maru,Maru,L   97-3,5274517467840296832,,,,,** LUH    5A | 2MASS J08065373-6618167 | BPM  4834 | CNS5 2003 | Gaia DR2 5274517467840296832 | Gaia DR3 5274517467840296832 | GALEX J080654.1-661817 | GEN# +6.00204834 | GJ 3483 | GSC 08936-01284 | L   97-3 | LAWD 27 | LTT  3059 | NAME-IAU Maru | NLTT 19008 | TIC 306826966 | uvby98 986097003 | WD 0806-66 | WD 0806-661 | WDS J08069-6618A | WG  12 | WISEA J080654.33-661819.7,121.72768418,-66.30592365,51.997041,0.014122,3681.974,335.518772,-288.993773,,19.231864,62.72595,-13.255724,21.439668,-57.438412,62.72595,121.72768418,156.30592365,13.7,DQ,white_dwarf,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.035
Southern Crab,Southern Crab,WRAY 16-147,6089564718596906880,,,,,2MASS J14115206-5126241 | ESO 221-31 | Gaia DR2 6089564718596906880 | Gaia DR3 6089564718596906880 | GSC2 S2321313350 | Hen 2-104 | IRAS 14085-5112 | NAME Southern Crab | PK 315+09  1 | PN G315.4+09.4 | SCM  78 | SS73  43 | TIC 329892320 | V* V852 Cen | WRAY 16-147,212.96691848,-51.44005198,0.2391,0.0526,4.546,-8.287,-2.818,-47.0,,,,,,,212.96691848,141.44005198,14.2,,other,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=3.146"
Orkaria,Orkaria,G 139-21,4393265392168829056,,,,,** GJ 1214A | 2MASS J17151894+0457496 | [RHG95]  2724 | CNS5 4231 | G 139-21 | Gaia DR2 4393265392167891712 | Gaia DR3 4393265392168829056 | GEN# +9.80139021 | GJ 1214 | LHS  3275 | LSPM J1715+0457 | NAME-IAU Orkaria | NLTT 44431 | PLX 3913.01 | PM J17153+0457 | TIC 467929202 | UBV M  53793 | UCAC4 475-063069 | USNO 256 | USNO-B1.0 0949-00280047 | WDS J17153+0458A | WISEA J171519.33+045742.2,258.83147999,4.96057534,68.298648,0.065187,1047.733,580.202152,-749.713279,20.9065,14.641578,47.754441,-9.215168,-46.674575,4.129339,47.754441,258.83147999,85.03942466,14.71,M4.5V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly | official_iau_name,100,Gaia RUWE=1.009
Sapaki,Sapaki,NAME Sapaki,5877138831615057792,,,,,2MASS J15163696-5809587 | DENIS J151636.9-580958 | Gaia DR2 5877138831615057792 | Gaia DR3 5877138831615057792 | NAME Sapaki | TIC 43598056 | UCAC2   6401198 | UCAC3 64-317504 | WR  67a | WR 67-1,229.15400414,-58.16632917,0.1875,0.0415,4.518,-5.013,-3.622,,,,,,,,229.15400414,148.16632917,16.25,WN6h,other,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=2.521"
Holoea,Holoea,IRAS 05327+3404,3449518037644343040,,,,,2MASS J05360598+3406120 | [AR2002] IRAS 05327+3404 VLA 2 | [MKH2013] SMM1 | Gaia DR2 3449518037644343040 | Gaia DR3 3449518037644343040 | IRAS 05327+3404 | NAME Holoea | TIC 115559958 | WB89  663 | WISE J053605.96+340612.0,84.02489466,34.1032964,1.8769,0.7955,2.359,-3.699,2.073,,,,,,,,84.02489466,55.8967036,18.62,K2IIIe,giant_or_supergiant,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=2.106"
Acamar,Acamar,* tet Eri,,13847,,,,* tet Eri | ** PZ    2AB | 2MASS J02581590-4018167 | AKARI-IRC-V1 J0258157-401816 | CCDM J02583-4018AB | CD-40   771 | CPD-40   253 | CSI-40   253 43 | CSI-40   771 23 | CSV 100250 | GEN# +1.00018622 | HIC  13847 | HIP 13847 | IDS 02545-4042 AB | IRAS 02563-4030 | NAME Acamar | TIC 321087975 | UBV    2905 | uvby98 100018622 | WDS J02583-4018AB | WISE J025815.63-401816.7 | WISEA J025815.79-401816.7,44.56531356,-40.30468123,20.23,0.55,36.782,-52.89,21.98,11.9,49.431537,161.224112,87.597277,86.27811,-104.288153,161.224112,44.56531356,130.30468123,,A2V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Acrux,Acrux,* alf Cru,,60718,,,,* alf Cru | 1ES 1223-62.8 | 1RXS J122634.8-630554 | 2MASS J12263615-6305571 | AKARI-IRC-V1 J1226360-630557 | AX J1226.6-6305 | CCDM J12266-6306AB | CD-62   652 | CEL   4105 | CPD-62  2745 | CSI-62  2745 43 | EUVE J1226-63.0 | GEN# +1.00108248 | HIC  60718 | HIP 60718 | IDS 12210-6233 AB | IRAS 12237-6249 | JP11  2217 | LLNS  8229 | NAME Acrux | SBC7   462 | SBC9 725 | TIC 450568754 | UBV   11169 | uvby98 100108248 | WDS J12266-6306AB,186.6495634,-63.09909286,10.13,0.5,20.26,-35.83,-14.86,11.9,98.716683,321.970758,-144.69533,-16.868677,-287.13042,321.970758,186.6495634,153.09909286,,B0.5IV+B1V,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Algieba,Algieba,* gam Leo,,50583,,,,*  41 Leo | * gam Leo | ** STF 1424AB | 2MASS J10195836+1950290 | ADS  7724 AB | AG+20 1172 | BD+20  2467 | CCDM J10199+1951AB | CSI+20  2467  4 | GEN# +1.00089484 | HIC  50583 | HIP 50583 | IDS 10145+2021 AB | IRAS 10172+2005 | NAME Algieba | Pul -3  660026 | TIC 95431294 | UBV    9555 | uvby98 100089484 | WDS J10200+1950AB,154.99312733,19.84148522,25.07,0.52,48.212,304.3,-154.28,-36.24,39.888313,130.098276,-110.903234,51.731224,44.157837,130.098276,154.99312733,70.15851478,,K1-III+G7IIIb,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Alkalurops,Alkalurops,* mu.01 Boo,1387349379494809600,75411,137391,,,"*  51 Boo | * mu. Boo | * mu.01 Boo | ** CHR  181 | ** STFA   28A | 2MASS J15242944+3722380 | [HFE83] 1101 | ADS  9626 A | AG+37 1409 | ASCC  498542 | BD+37  2636 | CCDM J15245+3722A | FK5  568 | Gaia DR2 1387349379494192896 | Gaia DR3 1387349379494809600 | GC 20724 | GCRV  8919 | GEN# +1.00137391 | GJ 3903 | GSC 02570-01521 | HD 137391 | HIC  75411 | HIP 75411 | HR  5733 | IRAS 15225+3733 | JP11  2601 | LSPM J1524+3722 | N30 3470 | NAME Alkalurops | NSV  7063 | PLX 3483 | PMC 90-93   402 | PPM  78563 | Renson 39052 | ROT  2182 | SAO  64686 | SKY# 27889 | SRS  30568 | TD1 18226 | TIC 233466081 | TYC 2570-1521-1 | UBV   13255 | UBV M  20764 | USNO-B1.0 1273-00289313 | uvby98 100137391 | WDS J15245+3723A | WDS J15245+3723Aa,Ab | WEB 12864",231.12263112,37.37715592,26.5759,0.7871,33.764,-149.928,89.573,-8.6,37.628077,122.726372,-61.212324,-75.922609,74.502155,122.726372,231.12263112,52.62284408,,F0IV,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=7.467"
Alrakis,Alrakis,* mu. Dra,,83608,,,,* mu. Dra | ** BU 1088AB | ** STF 2130 | 1E 1704.2+5432 | 1ES 1704+54.5 | 2E  3830 | 2E 1704.2+5432 | 2MASS J17052018+5428126 | ADS 10345 AB | AG+54 1079 | AKARI-IRC-V1 J1705199+542813 | BD+54  1857 | CCDM J17053+5428AB | CSI+54  1857  3 | GC 23092 | HIC  83608 | HIP 83608 | IDS 17033+5436 AB | IRAS 17042+5432 | NAME Alrakis | PLX 3890 | PMSC 17033+5436 | PPM  35805 | SAO  30239 | TD1 19983 | TIC 198355687 | UBV   14438 | UBV M   3887 | WDS J17053+5428AB,256.33385014,54.47002762,36.45,0.46,79.239,-58.16,67.87,-17.3,27.434842,89.480488,-12.285659,-50.527515,72.820262,89.480488,256.33385014,35.52997238,,F6V+F6V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Alrescha,Alrescha,* alf Psc,,9487,,,,* alf Psc | ** STF  202 | 2MASS J02020277+0245495 | AAVSO 0156+02 | ADS  1615 AB | AKARI-IRC-V1 J0202028+024549 | BD+02   317 | CCDM J02020+0246AB | CSI+02   317  3 | GEN# +1.00012447 | HIC   9487 | HIP 9487 | IDS 01569+0217 AB | IDS 02020+0246 AB | IRAS 01594+0231 | IRAS F01594+0231 | JP11   577 | NAME Alrescha | NSV   705 | PMSC 01569+0217 | TD1  1179 | TIC 422692360 | UBV    2056 | UBV M   8620 | uvby98 100012447 | V* alf Psc | WDS J02020+0246AB | WISE J020202.81+024549.5 | WISEA J020202.80+024549.7,30.51174881,2.76376138,21.66,1.06,20.434,32.45,0.04,7.5,46.168052,150.580045,129.577588,76.362827,7.260673,150.580045,30.51174881,87.23623862,,kA0hA7Sr+kA2hF2mF2(IV),other,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Alsephina,Alsephina,* del01 Vel,,42913,74956,,,"* del Vel | * del Vel A | * del01 Vel | ** HJ 4136A | ** I   10A | ** KEL    1 | ** SHY   49A | 1C 32.25 | 1RXS J084443.0-544226 | 2E  2046 | 2E 0843.3-5431 | 2MASS J08444223-5442313 | AAVSO 0842-54 | CCDM J08448-5442A | CD-54  2351 | CD-54  2351A | CEL   2852 | CNS5 2163 | CPC 19  3104 | CPD-54  1788 | CSI-54  1788 41 | CSI-54  1788 44 | GC 12069 | GCRV  5781 | GEN# +1.00074956 | GJ 321.3 A | GJ 9278 A | GSC 08573-03571 | HD  74956 | HD  74956A | HIC  42913 | HIP 42913 | HR  3485 | IDS 08419-5420 A | IRAS 08433-5431 | JP11  1716 | N30 2047 | NAME-IAU Alsephina | PLX 2098 | PMSC 08419-5420 | PMSC 08419-5420A | PPM 337198 | SAO 236232 | SKY# 16780 | TD1 13061 | TIC 45696212 | TYC 8573-3571-1 | UBV    8508 | UBV M  14708 | V* del Vel | WDS J08447-5443A | WDS J08447-5443Aa,Ab | WDS J08447-5443AB | WEB  8293",131.17594326,-54.70882102,40.49,0.39,103.821,28.8,-104.1,2.2,24.697456,80.552328,-30.639158,35.028493,-65.748949,80.552328,131.17594326,144.70882102,,A2IV+A4V,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name,100,
